time,y,x,spatial_ref,B04
2021-09-21 10:26:39.024,2524325.0,4211915.0,3035,49
2021-09-23 10:20:31.025,2524325.0,4211915.0,3035,3274
2021-09-28 10:17:19.024,2524325.0,4211915.0,3035,568
2021-10-01 10:27:39.024,2524325.0,4211915.0,3035,1304
2021-10-06 10:29:21.024,2524325.0,4211915.0,3035,23
2021-10-08 10:18:29.024,2524325.0,4211915.0,3035,4640
2021-10-11 10:28:49.024,2524325.0,4211915.0,3035,218
2021-10-13 10:19:51.024,2524325.0,4211915.0,3035,24
2021-11-10 10:31:49.024,2524325.0,4211915.0,3035,163
2021-11-20 10:32:39.024,2524325.0,4211915.0,3035,1160
2021-11-27 10:22:59.024,2524325.0,4211915.0,3035,13984
2021-11-30 10:33:09.024,2524325.0,4211915.0,3035,1
2021-12-02 10:24:01.024,2524325.0,4211915.0,3035,0
2021-12-05 10:34:21.024,2524325.0,4211915.0,3035,1
2021-12-07 10:23:19.025,2524325.0,4211915.0,3035,1
2021-12-12 10:24:31.024,2524325.0,4211915.0,3035,16
2021-12-17 10:23:29.024,2524325.0,4211915.0,3035,1
2021-12-20 10:33:39.024,2524325.0,4211915.0,3035,1
2021-12-22 10:24:41.024,2524325.0,4211915.0,3035,1015
2022-01-01 10:24:31.024,2524325.0,4211915.0,3035,1
2022-01-06 10:23:19.024,2524325.0,4211915.0,3035,1
2022-01-09 10:33:19.024,2524325.0,4211915.0,3035,1
2022-01-11 10:24:11.024,2524325.0,4211915.0,3035,1
2022-01-14 10:34:01.024,2524325.0,4211915.0,3035,1
2022-01-16 10:22:49.024,2524325.0,4211915.0,3035,1
2022-01-19 10:32:49.024,2524325.0,4211915.0,3035,126
2022-01-21 10:23:31.024,2524325.0,4211915.0,3035,1
2022-01-24 10:33:31.024,2524325.0,4211915.0,3035,98
2022-01-26 10:22:09.024,2524325.0,4211915.0,3035,5552
2022-01-29 10:31:59.024,2524325.0,4211915.0,3035,62
2022-01-31 10:22:51.025,2524325.0,4211915.0,3035,419
2022-02-03 10:32:31.024,2524325.0,4211915.0,3035,170
2022-02-05 10:21:19.024,2524325.0,4211915.0,3035,57
2022-02-08 10:31:09.024,2524325.0,4211915.0,3035,5
2022-02-10 10:21:51.024,2524325.0,4211915.0,3035,21
2022-02-13 10:31:31.024,2524325.0,4211915.0,3035,68
2022-02-18 10:29:49.024,2524325.0,4211915.0,3035,8168
2022-02-20 10:20:51.024,2524325.0,4211915.0,3035,39
2022-02-23 10:30:31.024,2524325.0,4211915.0,3035,1
2022-02-25 10:19:09.024,2524325.0,4211915.0,3035,1390
2022-02-28 10:28:49.024,2524325.0,4211915.0,3035,35
2022-03-02 10:19:41.024,2524325.0,4211915.0,3035,168
2022-03-05 10:29:21.024,2524325.0,4211915.0,3035,390
2022-03-07 10:17:59.024,2524325.0,4211915.0,3035,91
2022-03-10 10:27:39.025,2524325.0,4211915.0,3035,74
2022-03-20 10:26:39.024,2524325.0,4211915.0,3035,148
2022-03-22 10:17:11.024,2524325.0,4211915.0,3035,202
2022-03-25 10:26:51.024,2524325.0,4211915.0,3035,195
2022-03-27 10:16:29.024,2524325.0,4211915.0,3035,177
2022-04-01 10:16:01.024,2524325.0,4211915.0,3035,558
2022-04-04 10:26:01.024,2524325.0,4211915.0,3035,8080
2022-04-06 10:15:59.025,2524325.0,4211915.0,3035,234
2022-04-09 10:25:59.024,2524325.0,4211915.0,3035,7440
2022-04-11 10:16:01.024,2524325.0,4211915.0,3035,56
2022-04-14 10:26:01.024,2524325.0,4211915.0,3035,111
2022-04-16 10:15:59.024,2524325.0,4211915.0,3035,83
2022-04-19 10:25:59.024,2524325.0,4211915.0,3035,81
2022-04-29 10:25:49.024,2524325.0,4211915.0,3035,552
2022-05-01 10:16:01.024,2524325.0,4211915.0,3035,83
2022-05-09 10:25:59.024,2524325.0,4211915.0,3035,1124
2022-05-11 10:16:01.024,2524325.0,4211915.0,3035,181
2022-05-14 10:26:01.025,2524325.0,4211915.0,3035,162
2022-05-16 10:15:59.024,2524325.0,4211915.0,3035,281
2022-05-19 10:25:59.024,2524325.0,4211915.0,3035,326
2022-05-26 10:15:59.024,2524325.0,4211915.0,3035,109
2022-06-10 10:16:11.024,2524325.0,4211915.0,3035,213
2022-06-13 10:30:31.024,2524325.0,4211915.0,3035,295
2022-06-18 10:25:59.024,2524325.0,4211915.0,3035,209
2022-06-20 10:20:41.025,2524325.0,4211915.0,3035,141
2022-06-23 10:30:31.024,2524325.0,4211915.0,3035,952
2022-06-25 10:15:59.024,2524325.0,4211915.0,3035,54
2022-06-30 10:20:41.025,2524325.0,4211915.0,3035,1016
2022-07-03 10:26:11.024,2524325.0,4211915.0,3035,820
2022-07-05 10:15:59.024,2524325.0,4211915.0,3035,171
2022-07-08 10:25:59.025,2524325.0,4211915.0,3035,10
2022-07-10 10:16:11.032,2524325.0,4211915.0,3035,107
2022-07-13 10:30:41.024,2524325.0,4211915.0,3035,124
2022-07-15 10:15:59.033,2524325.0,4211915.0,3035,99
2022-07-18 10:25:59.024,2524325.0,4211915.0,3035,116
2022-07-20 10:16:11.024,2524325.0,4211915.0,3035,162
2022-07-23 10:26:11.024,2524325.0,4211915.0,3035,8032
2022-07-25 10:15:59.024,2524325.0,4211915.0,3035,173
2022-07-28 10:25:59.024,2524325.0,4211915.0,3035,546
2022-07-30 10:16:11.024,2524325.0,4211915.0,3035,133
2022-08-02 10:26:11.024,2524325.0,4211915.0,3035,486
2022-08-04 10:15:59.024,2524325.0,4211915.0,3035,114
2022-08-07 10:25:59.024,2524325.0,4211915.0,3035,149
2022-08-09 10:20:41.024,2524325.0,4211915.0,3035,141
2022-08-12 10:30:31.024,2524325.0,4211915.0,3035,580
2022-08-22 10:26:11.024,2524325.0,4211915.0,3035,180
2022-08-24 10:15:59.024,2524325.0,4211915.0,3035,121
2022-08-27 10:25:59.024,2524325.0,4211915.0,3035,154
2022-09-01 10:26:11.024,2524325.0,4211915.0,3035,210
2022-09-06 10:25:59.025,2524325.0,4211915.0,3035,174
2022-09-08 10:20:31.024,2524325.0,4211915.0,3035,110
2022-09-11 10:26:21.024,2524325.0,4211915.0,3035,97
2022-09-13 10:16:29.024,2524325.0,4211915.0,3035,95
2022-09-16 10:26:39.025,2524325.0,4211915.0,3035,46
2022-09-18 10:17:01.024,2524325.0,4211915.0,3035,9
2022-09-26 10:27:09.024,2524325.0,4211915.0,3035,19
2022-10-01 10:28:41.024,2524325.0,4211915.0,3035,2282
2022-10-03 10:17:49.024,2524325.0,4211915.0,3035,8
2022-10-06 10:29:49.024,2524325.0,4211915.0,3035,272
2022-10-08 10:19:31.024,2524325.0,4211915.0,3035,1830
2022-10-11 10:29:51.025,2524325.0,4211915.0,3035,1798
2022-10-16 10:29:19.024,2524325.0,4211915.0,3035,1696
2022-10-18 10:20:31.024,2524325.0,4211915.0,3035,59
2022-10-26 10:30:29.024,2524325.0,4211915.0,3035,137
2022-10-28 10:21:31.024,2524325.0,4211915.0,3035,110
2022-10-31 10:31:51.024,2524325.0,4211915.0,3035,1596
2022-11-05 10:31:19.024,2524325.0,4211915.0,3035,6
2022-11-10 10:32:51.024,2524325.0,4211915.0,3035,22
2022-11-17 10:23:11.024,2524325.0,4211915.0,3035,2
2022-11-20 10:33:31.024,2524325.0,4211915.0,3035,0
2022-11-25 10:32:59.024,2524325.0,4211915.0,3035,54
2022-11-27 10:23:51.024,2524325.0,4211915.0,3035,34
2022-11-30 10:34:11.024,2524325.0,4211915.0,3035,9208
2022-12-07 10:24:11.024,2524325.0,4211915.0,3035,0
2022-12-10 10:34:31.024,2524325.0,4211915.0,3035,0
2022-12-17 10:24:31.024,2524325.0,4211915.0,3035,0
2022-12-22 10:23:39.024,2524325.0,4211915.0,3035,0
2022-12-27 10:24:31.024,2524325.0,4211915.0,3035,0
2022-12-30 10:34:31.025,2524325.0,4211915.0,3035,7600
2023-01-04 10:33:29.024,2524325.0,4211915.0,3035,0
2023-01-06 10:24:11.024,2524325.0,4211915.0,3035,7968
2023-01-09 10:34:21.024,2524325.0,4211915.0,3035,0
2023-01-14 10:33:09.024,2524325.0,4211915.0,3035,204
2023-01-19 10:33:41.024,2524325.0,4211915.0,3035,5324
2023-01-21 10:22:39.024,2524325.0,4211915.0,3035,468
2023-01-26 10:23:11.024,2524325.0,4211915.0,3035,2172
2023-01-31 10:21:49.024,2524325.0,4211915.0,3035,72
2023-02-03 10:31:39.024,2524325.0,4211915.0,3035,81
2023-02-05 10:22:21.024,2524325.0,4211915.0,3035,66
2023-02-08 10:32:11.024,2524325.0,4211915.0,3035,230
2023-02-10 10:20:49.024,2524325.0,4211915.0,3035,0
2023-02-13 10:30:39.024,2524325.0,4211915.0,3035,130
2023-02-15 10:21:21.024,2524325.0,4211915.0,3035,25
2023-02-18 10:31:01.024,2524325.0,4211915.0,3035,401
2023-02-20 10:19:49.024,2524325.0,4211915.0,3035,8120
2023-02-23 10:29:29.025,2524325.0,4211915.0,3035,688
2023-02-25 10:20:21.024,2524325.0,4211915.0,3035,233
2023-03-05 10:28:29.025,2524325.0,4211915.0,3035,83
2023-03-07 10:19:01.024,2524325.0,4211915.0,3035,0
2023-03-10 10:28:41.024,2524325.0,4211915.0,3035,528
2023-03-12 10:17:29.025,2524325.0,4211915.0,3035,71
2023-03-15 10:27:19.024,2524325.0,4211915.0,3035,76
2023-03-20 10:27:31.024,2524325.0,4211915.0,3035,97
2023-03-22 10:16:49.024,2524325.0,4211915.0,3035,207
2023-03-25 10:26:49.025,2524325.0,4211915.0,3035,1166
2023-03-27 10:16:31.024,2524325.0,4211915.0,3035,72
2023-04-01 10:15:59.024,2524325.0,4211915.0,3035,5024
2023-04-04 10:25:59.024,2524325.0,4211915.0,3035,82
2023-04-06 10:20:21.025,2524325.0,4211915.0,3035,472
2023-04-09 10:26:01.024,2524325.0,4211915.0,3035,162
2023-04-16 10:16:01.024,2524325.0,4211915.0,3035,8376
2023-04-19 10:26:01.024,2524325.0,4211915.0,3035,71
2023-04-24 10:25:59.024,2524325.0,4211915.0,3035,58
2023-04-26 10:16:01.024,2524325.0,4211915.0,3035,76
2023-04-29 10:26:01.024,2524325.0,4211915.0,3035,1664
